"Sport","x","y"
"Cycling - BMX, Cycling - Track",12.7551020408163,0
"Cycling - BMX, Cycling - Track",17.8571428571429,0
"Cycling - BMX, Cycling - Track",22.9591836734694,0
"Cycling - BMX, Cycling - Track",28.0612244897959,0
"Cycling - BMX, Cycling - Track",33.1632653061224,0
"Cycling - BMX, Cycling - Track",38.265306122449,0
"Cycling - BMX, Cycling - Track",43.3673469387755,0
"Cycling - BMX, Cycling - Track",48.469387755102,0
"Cycling - BMX, Cycling - Track",53.5714285714286,0
"Cycling - BMX, Cycling - Track",58.6734693877551,0
"Cycling - BMX, Cycling - Track",63.7755102040816,0
"Cycling - BMX, Cycling - Track",68.8775510204082,0
"Cycling - BMX, Cycling - Track",73.9795918367347,0
"Cycling - BMX, Cycling - Track",79.0816326530612,1
"Cycling - BMX, Cycling - Track",84.1836734693878,0
"Cycling - BMX, Cycling - Track",89.2857142857143,0
"Cycling - BMX, Cycling - Track",94.3877551020408,0
"Cycling - BMX, Cycling - Track",99.4897959183673,0
"Cycling - BMX, Cycling - Track",104.591836734694,0
"Cycling - BMX, Cycling - Track",109.69387755102,0
"Cycling - BMX, Cycling - Track",114.795918367347,0
"Cycling - BMX, Cycling - Track",119.897959183673,0
"Cycling - BMX, Cycling - Track",125,0
"Cycling - BMX, Cycling - Track",130.102040816327,0
"Cycling - BMX, Cycling - Track",135.204081632653,0
"Cycling - BMX, Cycling - Track",140.30612244898,0
"Cycling - BMX, Cycling - Track",145.408163265306,0
"Cycling - BMX, Cycling - Track",150.510204081633,0
"Cycling - BMX, Cycling - Track",155.612244897959,0
"Cycling - BMX, Cycling - Track",160.714285714286,0
"Cycling - BMX, Cycling - Track",165.816326530612,0
"Cycling - BMX, Cycling - Track",170.918367346939,0
"Cycling - BMX, Cycling - Track",176.020408163265,0
"Cycling - BMX, Cycling - Track",181.122448979592,0
"Cycling - BMX, Cycling - Track",186.224489795918,0
"Cycling - BMX, Cycling - Track",191.326530612245,0
"Cycling - BMX, Cycling - Track",196.428571428571,0
"Cycling - BMX, Cycling - Track",201.530612244898,0
"Cycling - BMX, Cycling - Track",206.632653061224,0
"Cycling - BMX, Cycling - Track",211.734693877551,0
"Cycling - BMX, Cycling - Track",216.836734693878,0
"Cycling - BMX, Cycling - Track",221.938775510204,0
"Cycling - BMX, Cycling - Track",227.040816326531,0
"Cycling - BMX, Cycling - Track",232.142857142857,0
"Cycling - BMX, Cycling - Track",237.244897959184,0
"Cycling - BMX, Cycling - Track",242.34693877551,0
"Cycling - BMX, Cycling - Track",247.448979591837,0
"Cycling - BMX, Cycling - Track",2.55102040816327,0
"Cycling - Mountain Bike",2.55102040816327,0
"Cycling - Mountain Bike",7.6530612244898,0
"Cycling - Mountain Bike",12.7551020408163,0
"Cycling - Mountain Bike",17.8571428571429,0
"Cycling - Mountain Bike",22.9591836734694,0
"Cycling - Mountain Bike",28.0612244897959,0
"Cycling - Mountain Bike",33.1632653061224,0
"Cycling - Mountain Bike",38.265306122449,0
"Cycling - Mountain Bike",43.3673469387755,1
"Cycling - Mountain Bike",48.469387755102,9
"Cycling - Mountain Bike",53.5714285714286,9
"Cycling - Mountain Bike",58.6734693877551,7
"Cycling - Mountain Bike",63.7755102040816,18
"Cycling - Mountain Bike",68.8775510204082,21
"Cycling - Mountain Bike",73.9795918367347,4
"Cycling - Mountain Bike",79.0816326530612,1
"Cycling - Mountain Bike",84.1836734693878,0
"Cycling - Mountain Bike",89.2857142857143,0
"Cycling - Mountain Bike",94.3877551020408,0
"Cycling - Mountain Bike",99.4897959183673,0
"Cycling - Mountain Bike",104.591836734694,0
"Cycling - Mountain Bike",109.69387755102,0
"Cycling - Mountain Bike",114.795918367347,0
"Cycling - Mountain Bike",119.897959183673,0
"Cycling - Mountain Bike",125,0
"Cycling - Mountain Bike",130.102040816327,0
"Cycling - Mountain Bike",135.204081632653,0
"Cycling - Mountain Bike",140.30612244898,0
"Cycling - Mountain Bike",145.408163265306,0
"Cycling - Mountain Bike",150.510204081633,0
"Cycling - Mountain Bike",155.612244897959,0
"Cycling - Mountain Bike",160.714285714286,0
"Cycling - Mountain Bike",165.816326530612,0
"Cycling - Mountain Bike",170.918367346939,0
"Cycling - Mountain Bike",176.020408163265,0
"Cycling - Mountain Bike",181.122448979592,0
"Cycling - Mountain Bike",186.224489795918,0
"Cycling - Mountain Bike",191.326530612245,0
"Cycling - Mountain Bike",196.428571428571,0
"Cycling - Mountain Bike",201.530612244898,0
"Cycling - Mountain Bike",206.632653061224,0
"Cycling - Mountain Bike",211.734693877551,0
"Cycling - Mountain Bike",216.836734693878,0
"Cycling - Mountain Bike",221.938775510204,0
"Cycling - Mountain Bike",227.040816326531,0
"Cycling - Mountain Bike",232.142857142857,0
"Cycling - Mountain Bike",237.244897959184,0
"Cycling - Mountain Bike",242.34693877551,0
"Cycling - Mountain Bike",247.448979591837,0
"Cycling - Mountain Bike",2.55102040816327,0
"Cycling - Mountain Bike, Cycling - Road",2.55102040816327,0
"Cycling - Mountain Bike, Cycling - Road",7.6530612244898,0
"Cycling - Mountain Bike, Cycling - Road",12.7551020408163,0
"Cycling - Mountain Bike, Cycling - Road",17.8571428571429,0
"Cycling - Mountain Bike, Cycling - Road",22.9591836734694,0
"Cycling - Mountain Bike, Cycling - Road",28.0612244897959,0
"Cycling - Mountain Bike, Cycling - Road",33.1632653061224,0
"Cycling - Mountain Bike, Cycling - Road",38.265306122449,0
"Cycling - Mountain Bike, Cycling - Road",43.3673469387755,0
"Cycling - Mountain Bike, Cycling - Road",48.469387755102,0
"Cycling - Mountain Bike, Cycling - Road",53.5714285714286,0
"Cycling - Mountain Bike, Cycling - Road",58.6734693877551,1
"Cycling - Mountain Bike, Cycling - Road",63.7755102040816,1
"Cycling - Mountain Bike, Cycling - Road",68.8775510204082,0
"Cycling - Mountain Bike, Cycling - Road",73.9795918367347,0
"Cycling - Mountain Bike, Cycling - Road",79.0816326530612,0
"Cycling - Mountain Bike, Cycling - Road",84.1836734693878,0
"Cycling - Mountain Bike, Cycling - Road",89.2857142857143,0
"Cycling - Mountain Bike, Cycling - Road",94.3877551020408,0
"Cycling - Mountain Bike, Cycling - Road",99.4897959183673,0
"Cycling - Mountain Bike, Cycling - Road",104.591836734694,0
"Cycling - Mountain Bike, Cycling - Road",109.69387755102,0
"Cycling - Mountain Bike, Cycling - Road",114.795918367347,0
"Cycling - Mountain Bike, Cycling - Road",119.897959183673,0
"Cycling - Mountain Bike, Cycling - Road",125,0
"Cycling - Mountain Bike, Cycling - Road",130.102040816327,0
"Cycling - Mountain Bike, Cycling - Road",135.204081632653,0
"Cycling - Mountain Bike, Cycling - Road",140.30612244898,0
"Cycling - Mountain Bike, Cycling - Road",145.408163265306,0
"Cycling - Mountain Bike, Cycling - Road",150.510204081633,0
"Cycling - Mountain Bike, Cycling - Road",155.612244897959,0
"Cycling - Mountain Bike, Cycling - Road",160.714285714286,0
"Cycling - Mountain Bike, Cycling - Road",165.816326530612,0
"Cycling - Mountain Bike, Cycling - Road",170.918367346939,0
"Cycling - Mountain Bike, Cycling - Road",176.020408163265,0
"Cycling - Mountain Bike, Cycling - Road",181.122448979592,0
"Cycling - Mountain Bike, Cycling - Road",186.224489795918,0
"Cycling - Mountain Bike, Cycling - Road",191.326530612245,0
"Cycling - Mountain Bike, Cycling - Road",196.428571428571,0
"Cycling - Mountain Bike, Cycling - Road",201.530612244898,0
"Cycling - Mountain Bike, Cycling - Road",206.632653061224,0
"Cycling - Mountain Bike, Cycling - Road",211.734693877551,0
"Cycling - Mountain Bike, Cycling - Road",216.836734693878,0
"Cycling - Mountain Bike, Cycling - Road",221.938775510204,0
"Cycling - Mountain Bike, Cycling - Road",227.040816326531,0
"Cycling - Mountain Bike, Cycling - Road",232.142857142857,0
"Cycling - Mountain Bike, Cycling - Road",237.244897959184,0
"Cycling - Mountain Bike, Cycling - Road",242.34693877551,0
"Cycling - Mountain Bike, Cycling - Road",247.448979591837,0
"Cycling - Mountain Bike, Cycling - Road",2.55102040816327,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",2.55102040816327,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",7.6530612244898,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",12.7551020408163,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",17.8571428571429,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",22.9591836734694,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",28.0612244897959,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",33.1632653061224,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",38.265306122449,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",43.3673469387755,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",48.469387755102,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",53.5714285714286,1
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",58.6734693877551,2
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",63.7755102040816,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",68.8775510204082,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",73.9795918367347,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",79.0816326530612,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",84.1836734693878,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",89.2857142857143,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",94.3877551020408,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",99.4897959183673,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",104.591836734694,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",109.69387755102,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",114.795918367347,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",119.897959183673,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",125,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",130.102040816327,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",135.204081632653,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",140.30612244898,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",145.408163265306,0
"Cycling - Mountain Bike, Cycling - Road, Cycling - Track",150.510204081633,0
